stable_key,source_sku,source_name,status,target_sku,revision_id,run_id,decision_id,decision_actor_id,decision_at,decision_reason,catalog_version_id,policy_id
row:23,000022,A牌 x5 12+256 国行 单机,UNMATCHED,,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,970085d8-077f-4045-a511-f3c0ab4d0e65,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:03.013521+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:24,000023,A牌 X6-PRO 12+256 黑色 港版 单机,UNMATCHED,,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,41bdbcf6-f640-45f0-8bee-c72495bb7fda,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:03.027599+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:25,000024,红米 NOTE 14 8+128 黑色 港版 单机,UNMATCHED,,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,af66dcc9-bd48-49d8-b3d5-798ff8d9523d,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:02.712730+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:26,000025,小米 XIAOMI 15 12+256 黑色 港版 单机,UNMATCHED,,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,0b3915ef-ab0b-465e-8f96-f5dae150bedf,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:02.856022+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:27,000026,小米 XIAOMI 15 16+512 白色 国行 2台装,UNMATCHED,,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,dc153c03-35d4-4774-83d8-3bd58f5db315,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:02.752946+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:28,000027,三星 GALAXY S25 12+256 银色 国行 2台装,UNMATCHED,,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,0e81a77c-36c6-4553-b4c5-d22a2cde914b,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:02.680227+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:29,000028,三星 GALAXY S25 ULTRA 12+512 黑色 国行 2台装,UNMATCHED,,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,479d4e6d-b606-49eb-a835-5278f0734824,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:02.666621+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:3,000002,小米 XIAOMI 15 16+512 白色 国行 原封 单台,CONFIRMED,STD-0002,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,710f8b4e-37bf-439f-813a-f324a9377803,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:02.822979+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:30,000029,ZZZ Q777 限量设备,UNMATCHED,,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,eec17eb9-2231-4f06-a328-608084def608,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:03.082602+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:4,000003,三星 GALAXY S25 12+256 银色 国行 原封 单台,CONFIRMED,STD-0003,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,f6a9e5a2-de2a-4108-9bc7-5371b431dbe8,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:02.894715+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:5,000004,三星 GALAXY S25 ULTRA 12+512 黑色 国行 原封 单台,CONFIRMED,STD-0004,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,514f7709-1d53-43ae-b817-e784eb3e89e3,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:02.636883+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:6,000005,荣耀 HONOR 400 12+256 蓝色 国行 原封 单台,CONFIRMED,STD-0005,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,3930404e-f27a-4779-9215-395b2960233d,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:02.842424+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:7,000006,华为 PURA 80 12+256 黑色 国行 原封 单台,CONFIRMED,STD-0006,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,ad17deb6-d98e-412c-baec-a4f4baf72e47,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:02.801148+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:8,000007,OPPO FIND X8 12+256 白色 国行 原封 单台,CONFIRMED,STD-0007,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,ebaa5e29-bb05-4bdb-bcbc-e3ad71ca3996,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:02.967030+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
row:9,000008,vivo X200 12+256 蓝色 国行 原封 单台,CONFIRMED,STD-0008,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,5c534015-0284-426d-bdc9-4f08b465b7c5,e61e44dd-8886-45ff-a512-a28201a9bde6,2026-09-10T07:53:02.947780+00:00,受控模拟演练：独立核对记录,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
sku:000030,000030,,EXCLUDED,,2639a231-d251-4c59-959f-b3c7be4008a0,a3f4d53b-3b3a-45a8-9aa0-a21521381134,,,,导入时明确排除,8f837861-8743-43f5-9ec4-29bcbf4059be,1de2c33d-601e-4f6a-9c87-a9a8974c67ed
